kappa,condition,mixture,lambda_reward,method,metric,n_seeds,mean,sd,ci95_low,ci95_high
0.0,confounded,logger1_heavy,0.02,source_dependent_reward,top_set_disagreement,5,0.8944983818770227,0.0036898881071169417,0.8899167806570153,0.8990799830970301
0.0,confounded,logger1_heavy,0.02,source_dependent_reward,mean_regret,5,0.006415023774497754,8.117943084271517e-05,0.006314226197825682,0.006515821351169826
0.0,confounded,logger1_heavy,0.05,pooled_mlp,mae,5,0.03067720509309177,0.0009602436191548954,0.029484905161682246,0.03186950502450129
0.0,confounded,logger1_heavy,0.05,pooled_mlp,top_set_disagreement,5,0.9087378640776699,0.001447293189320235,0.9069408122296454,0.9105349159256944
0.0,confounded,logger1_heavy,0.05,pooled_mlp,mean_regret,5,0.006585375464813326,5.911996914448752e-06,0.006578034751087163,0.006592716178539489
0.0,confounded,logger1_heavy,0.05,source_balanced_pooled_mlp,mae,5,0.025798789113718447,0.0012524728895956397,0.0242436386179813,0.027353939609455594
0.0,confounded,logger1_heavy,0.05,source_balanced_pooled_mlp,top_set_disagreement,5,0.9074433656957929,0.0017725649110199339,0.9052424356613001,0.9096442957302856
0.0,confounded,logger1_heavy,0.05,source_balanced_pooled_mlp,mean_regret,5,0.006572855003003403,1.7809884955882942e-05,0.006550741110041532,0.006594968895965274
0.0,confounded,logger1_heavy,0.05,source_conditioned_decoder,mae,5,0.026483712535229575,0.0011080479129488442,0.025107889333436176,0.027859535737022975
0.0,confounded,logger1_heavy,0.05,source_conditioned_decoder,top_set_disagreement,5,0.9080906148867314,0.001772564911019934,0.9058896848522386,0.9102915449212241
0.0,confounded,logger1_heavy,0.05,source_conditioned_decoder,mean_regret,5,0.0065720689676085995,2.229562365783913e-05,0.006544385294395161,0.006599752640822038
0.0,confounded,logger1_heavy,0.05,per_source_models,mae,5,0.022448304960671298,0.0006145721217556031,0.021685212882787665,0.023211397038554932
0.0,confounded,logger1_heavy,0.05,per_source_models,top_set_disagreement,5,0.9087378640776699,0.001447293189320235,0.9069408122296454,0.9105349159256944
0.0,confounded,logger1_heavy,0.05,per_source_models,mean_regret,5,0.0065826108482299524,1.0219573508741597e-05,0.006569921571727151,0.006595300124732754
0.0,confounded,logger1_heavy,0.05,mechanism_separated,mae,5,0.030263997422867568,0.0009483585728989074,0.029086454725511093,0.03144154012022404
0.0,confounded,logger1_heavy,0.05,mechanism_separated,top_set_disagreement,5,0.9074433656957928,0.004341879567960755,0.9020522101517193,0.9128345212398662
0.0,confounded,logger1_heavy,0.05,mechanism_separated,mean_regret,5,0.006581844833205386,1.9905520015382548e-05,0.006557128865636761,0.0066065608007740105
0.0,confounded,logger1_heavy,0.05,oracle_u_aware,mae,5,0.011647550520991003,0.0009313633654529026,0.010491110160862236,0.01280399088111977
0.0,confounded,logger1_heavy,0.05,oracle_u_aware,top_set_disagreement,5,0.24207119741100325,0.029162149711505003,0.20586160600399914,0.2782807888180074
0.0,confounded,logger1_heavy,0.05,oracle_u_aware,mean_regret,5,0.0008691126916867319,9.525889164094448e-05,0.0007508331554273774,0.0009873922279460864
0.0,confounded,logger1_heavy,0.05,source_shuffle,mae,5,0.03064172222780722,0.0013564081130177652,0.028957519107001554,0.03232592534861289
